"","Date","PM2.5.AQI.Value","Site.Name","Site.ID","Source","X20.year.High..2000.2019.","X20.year.Low..2000.2019.","X5.year.Average..2015.2019.","Date.of.20.year.High","Date.of.20.year.Low"
"904","06/22/2018",62,"Pala Airpad","06-073-1201","AQS",67,24,"51.2","06/22/2011","06/22/2019"
"905","06/23/2018",60,"Pala Airpad","06-073-1201","AQS",68,34,"50.6","06/23/2008","06/23/2019"
"906","06/24/2018",57,"Pala Airpad","06-073-1201","AQS",70,41,"56.6","06/24/2010","06/24/2017"
"907","06/25/2018",55,"Pala Airpad","06-073-1201","AQS",69,36,"59.8","06/25/2016","06/25/2005"
"908","06/26/2018",56,"Pala Airpad","06-073-1201","AQS",75,22,"61.6","06/26/2017","06/26/2010"
"909","06/27/2018",44,"Pala Airpad","06-073-1201","AQS",95,27,"58.2","06/27/2001","06/27/2010"
"910","06/28/2018",49,"Pala Airpad","06-073-1201","AQS",69,29,"50.2","06/28/2008","06/28/2001"
"911","06/29/2018",58,"Pala Airpad","06-073-1201","AQS",66,25,"53.6","06/29/2009","06/29/2010"
"912","06/30/2018",63,"Pala Airpad","06-073-1201","AQS",76,31,"62.8","06/30/2001","06/30/2011"
"913","07/01/2018",53,"Pala Airpad","06-073-1201","AQS",77,18,"60.8","07/01/2010","07/01/2004"
"914","07/02/2018",29,"Pala Airpad","06-073-1201","AQS",76,29,"52.2","07/02/2008","07/02/2018"
"915","07/03/2018",37,"Alpine","06-073-1006","AQS",93,36,"50.2","07/03/2008","07/03/2002"
"916","07/04/2018",42,"Pala Airpad","06-073-1201","AQS",107,34,"51","07/04/2008","07/04/2015"
"917","07/05/2018",63,"Camp Pendleton","06-073-1008","AQS",117,25,"52.2","07/05/2008","07/05/2015"
"918","07/06/2018",64,"Pala Airpad","06-073-1201","AQS",82,22,"49.8","07/06/2008","07/06/2013"
"919","07/07/2018",70,"Pala Airpad","06-073-1201","AQS",81,30,"55.6","07/07/2008","07/07/2013"
"920","07/08/2018",69,"Pala Airpad","06-073-1201","AQS",80,33,"61","07/08/2008","07/08/2004"
"921","07/09/2018",63,"Pala Airpad","06-073-1201","AQS",79,30,"58","07/09/2008","07/09/2004"
"922","07/10/2018",62,"Pala Airpad","06-073-1201","AQS",65,27,"54.2","07/10/2019","07/10/2015"
"923","07/11/2018",62,"Alpine","06-073-1006","AQS",73,18,"52","07/11/2012","07/11/2015"
"924","07/12/2018",59,"Pala Airpad","06-073-1201","AQS",72,25,"50.8","07/12/2012","07/12/2015"
"925","07/13/2018",56,"Pala Airpad","06-073-1201","AQS",75,36,"55.2","07/13/2012","07/13/2007"
"926","07/14/2018",55,"Pala Airpad","06-073-1201","AQS",75,37,"55","07/14/2019","07/14/2017"
"927","07/15/2018",55,"Pala Airpad","06-073-1201","AQS",74,40,"59.6","07/15/2019","07/15/2000"
"928","07/16/2018",54,"Pala Airpad","06-073-1201","AQS",73,39,"58.4","07/16/2019","07/16/2001"
"929","07/17/2018",52,"Pala Airpad","06-073-1201","AQS",73,34,"55.4","07/17/2003","07/17/2014"
"930","07/18/2018",45,"Alpine","06-073-1006","AQS",64,24,"51.8","07/18/2019","07/18/2014"
"931","07/19/2018",53,"Pala Airpad","06-073-1201","AQS",65,28,"50.6","07/19/2000","07/19/2014"
"932","07/20/2018",53,"Pala Airpad","06-073-1201","AQS",70,25,"48","07/20/2000","07/20/2015"
"933","07/21/2018",39,"Pala Airpad","06-073-1201","AQS",75,10,"42.6","07/21/2000","07/21/2015"
"934","07/22/2018",28,"Pala Airpad","06-073-1201","AQS",74,18,"46.6","07/22/2016","07/22/2015"
"935","07/23/2018",40,"Donovan","06-073-1014","AQS",68,25,"49.4","07/23/2016","07/23/2015"
"936","07/24/2018",59,"El Cajon - Lexington Elementary School","06-073-1022","AQS",68,38,"53","07/24/2006","07/24/2013"
"937","07/25/2018",65,"El Cajon - Lexington Elementary School","06-073-1022","AQS",79,30,"54.4","07/25/2008","07/25/2013"
"938","07/26/2018",70,"Pala Airpad","06-073-1201","AQS",73,30,"54.4","07/26/2008","07/26/2017"
"939","07/27/2018",71,"Pala Airpad","06-073-1201","AQS",71,40,"54","07/27/2018","07/27/2015"
"940","07/28/2018",64,"Pala Airpad","06-073-1201","AQS",71,28,"56.4","07/28/2008","07/28/2006"
"941","07/29/2018",62,"Pala Airpad","06-073-1201","AQS",69,19,"60.8","07/29/2019","07/29/2006"
"942","07/30/2018",57,"Pala Airpad","06-073-1201","AQS",77,17,"60.8","07/30/2019","07/30/2006"
"943","07/31/2018",48,"Pala Airpad","06-073-1201","AQS",76,21,"58.6","07/31/2019","07/31/2006"
"944","08/01/2018",43,"Pala Airpad","06-073-1201","AQS",78,32,"55.8","08/01/2019","08/01/2006"
"945","08/02/2018",51,"Donovan","06-073-1014","AQS",72,35,"54","08/02/2019","08/02/2006"
"946","08/03/2018",57,"Donovan","06-073-1014","AQS",69,33,"55.4","08/03/2019","08/03/2003"
"947","08/04/2018",52,"Alpine","06-073-1006","AQS",62,32,"55.4","08/04/2002","08/04/2006"
"948","08/05/2018",53,"Donovan","06-073-1014","AQS",65,34,"56.6","08/05/2008","08/05/2014"
"949","08/06/2018",66,"Donovan","06-073-1014","AQS",66,35,"59.4","08/06/2018","08/06/2007"
"950","08/07/2018",60,"Donovan","06-073-1014","AQS",75,34,"58.4","08/07/2019","08/07/2009"
"951","08/08/2018",66,"Pala Airpad","06-073-1201","AQS",71,36,"62","08/08/2019","08/08/2013"
"952","08/09/2018",59,"Donovan","06-073-1014","AQS",73,44,"62","08/09/2002","08/09/2010"
"953","08/10/2018",73,"Pala Airpad","06-073-1201","AQS",73,46,"61","08/10/2018","08/10/2008"
"954","08/11/2018",53,"Pala Airpad","06-073-1201","AQS",71,40,"54.6","08/11/2002","08/11/2015"
"955","08/12/2018",46,"Pala Airpad","06-073-1201","AQS",76,40,"51.6","08/12/2002","08/12/2015"
"956","08/13/2018",41,"Pala Airpad","06-073-1201","AQS",79,41,"53.2","08/13/2002","08/13/2018"
"957","08/14/2018",52,"Pala Airpad","06-073-1201","AQS",82,32,"58.4","08/14/2002","08/14/2014"
"958","08/15/2018",48,"Pala Airpad","06-073-1201","AQS",82,30,"54.8","08/15/2002","08/15/2014"
"959","08/16/2018",51,"Pala Airpad","06-073-1201","AQS",101,38,"56.8","08/16/2008","08/16/2014"
"960","08/17/2018",57,"El Cajon - Lexington Elementary School","06-073-1022","AQS",74,33,"60.4","08/17/2002","08/17/2014"
"961","08/18/2018",66,"Pala Airpad","06-073-1201","AQS",77,44,"61","08/18/2009","08/18/2005"
"962","08/19/2018",66,"Pala Airpad","06-073-1201","AQS",74,35,"56.4","08/19/2009","08/19/2005"
"963","08/20/2018",74,"Pala Airpad","06-073-1201","AQS",74,34,"55.6","08/20/2018","08/20/2008"
"964","08/21/2018",84,"Pala Airpad","06-073-1201","AQS",84,36,"64.8","08/21/2018","08/21/2004"
"965","08/22/2018",89,"Pala Airpad","06-073-1201","AQS",89,28,"67.2","08/22/2018","08/22/2004"
"966","08/23/2018",72,"Pala Airpad","06-073-1201","AQS",97,23,"62","08/23/2013","08/23/2004"
"967","08/24/2018",93,"Kearny Villa Rd.","06-073-1016","AQS",93,21,"69.6","08/24/2018","08/24/2004"
"968","08/25/2018",110,"Pala Airpad","06-073-1201","AQS",110,29,"73.4","08/25/2018","08/25/2014"
"969","08/26/2018",142,"Pala Airpad","06-073-1201","AQS",142,37,"82","08/26/2018","08/26/2004"
"970","08/27/2018",91,"Pala Airpad","06-073-1201","AQS",91,35,"65.8","08/27/2018","08/27/2004"
"971","08/28/2018",83,"Pala Airpad","06-073-1201","AQS",83,43,"65","08/28/2018","08/28/2007"
"972","08/29/2018",75,"Pala Airpad","06-073-1201","AQS",80,37,"69.2","08/29/2017","08/29/2000"
"973","08/30/2018",58,"Pala Airpad","06-073-1201","AQS",88,34,"64.4","08/30/2017","08/30/2000"
"974","08/31/2018",59,"Donovan","06-073-1014","AQS",76,31,"64.6","08/31/2017","08/31/2000"
"975","09/01/2018",77,"Donovan","06-073-1014","AQS",77,32,"66.8","09/01/2018","09/01/2013"
"976","09/02/2018",74,"Pala Airpad","06-073-1201","AQS",74,28,"64.6","09/02/2018","09/02/2000"
"977","09/03/2018",69,"Pala Airpad","06-073-1201","AQS",72,25,"54","09/03/2010","09/03/2000"
"978","09/04/2018",62,"Pala Airpad","06-073-1201","AQS",64,33,"56.6","09/04/2017","09/04/2000"
"979","09/05/2018",60,"Pala Airpad","06-073-1201","AQS",76,46,"58.2","09/05/2002","09/05/2000"
"980","09/06/2018",39,"El Cajon - Lexington Elementary School","06-073-1022","AQS",68,39,"57","09/06/2008","09/06/2018"
"981","09/07/2018",50,"Alpine","06-073-1006","AQS",71,38,"59","09/07/2008","09/07/2002"
"982","09/08/2018",61,"Donovan","06-073-1014","AQS",71,40,"61.6","09/08/2008","09/08/2007"
"983","09/09/2018",69,"Donovan","06-073-1014","AQS",76,31,"66","09/09/2015","09/09/2010"
"984","09/10/2018",62,"Donovan","06-073-1014","AQS",62,36,"59.2","09/10/2018","09/10/2005"
"985","09/11/2018",65,"Donovan","06-073-1014","AQS",67,36,"60.4","09/11/2000","09/11/2005"
"986","09/12/2018",67,"Donovan","06-073-1014","AQS",80,34,"57.4","09/12/2000","09/12/2005"
"987","09/13/2018",45,"Camp Pendleton","06-073-1008","AQS",80,39,"50.4","09/13/2000","09/13/2016"
"988","09/14/2018",57,"Donovan","06-073-1014","AQS",85,29,"50.2","09/14/2008","09/14/2009"
"989","09/15/2018",56,"Pala Airpad","06-073-1201","AQS",85,15,"46","09/15/2008","09/15/2015"
"990","09/16/2018",53,"Pala Airpad","06-073-1201","AQS",77,22,"50","09/16/2000","09/16/2015"
"991","09/17/2018",52,"Pala Airpad","06-073-1201","AQS",75,28,"53.2","09/17/2008","09/17/2015"
"992","09/18/2018",45,"Donovan","06-073-1014","AQS",78,37,"55.8","09/18/2008","09/18/2014"
"993","09/19/2018",40,"Donovan","06-073-1014","AQS",86,20,"55.2","09/19/2011","09/19/2014"
"994","09/20/2018",59,"Donovan","06-073-1014","AQS",77,25,"56.2","09/20/2001","09/20/2007"
"995","09/21/2018",70,"Pala Airpad","06-073-1201","AQS",76,25,"58.2","09/21/2001","09/21/2007"
"996","09/22/2018",69,"Pala Airpad","06-073-1201","AQS",81,20,"57.8","09/22/2012","09/22/2007"
"997","09/23/2018",69,"Pala Airpad","06-073-1201","AQS",80,15,"58.6","09/23/2002","09/23/2000"
"998","09/24/2018",62,"Pala Airpad","06-073-1201","AQS",91,23,"65.6","09/24/2015","09/24/2000"
"999","09/25/2018",56,"Pala Airpad","06-073-1201","AQS",77,37,"58.6","09/25/2003","09/25/2014"
"1000","09/26/2018",55,"Camp Pendleton","06-073-1008","AQS",99,31,"58.4","09/26/2003","09/26/2014"
"1001","09/27/2018",69,"Pala Airpad","06-073-1201","AQS",80,31,"60.8","09/27/2003","09/27/2014"
"1002","09/28/2018",78,"Pala Airpad","06-073-1201","AQS",78,24,"58.8","09/28/2018","09/28/2002"
"1003","09/29/2018",65,"Pala Airpad","06-073-1201","AQS",89,17,"55","09/29/2001","09/29/2002"
"1004","09/30/2018",61,"Pala Airpad","06-073-1201","AQS",69,22,"60.4","09/30/2015","09/30/2002"
"1005","10/01/2018",57,"Donovan","06-073-1014","AQS",104,28,"57.6","10/01/2000","10/01/2002"
"1006","10/02/2018",46,"Pala Airpad","06-073-1201","AQS",96,43,"52","10/02/2000","10/02/2002"
"1007","10/03/2018",52,"Pala Airpad","06-073-1201","AQS",81,23,"56","10/03/2001","10/03/2006"
"1008","10/04/2018",42,"Pala Airpad","06-073-1201","AQS",64,24,"49","10/04/2019","10/04/2006"
"1009","10/05/2018",20,"Pala Airpad","06-073-1201","AQS",81,20,"43.4","10/05/2003","10/05/2018"
"1010","10/06/2018",54,"Donovan","06-073-1014","AQS",107,22,"58","10/06/2003","10/06/2006"
"1011","10/07/2018",43,"Pala Airpad","06-073-1201","AQS",96,32,"54.6","10/07/2004","10/07/2007"
"1012","10/08/2018",55,"Donovan","06-073-1014","AQS",100,33,"63.2","10/08/2004","10/08/2007"
"1013","10/09/2018",56,"Pala Airpad","06-073-1201","AQS",92,39,"62.4","10/09/2003","10/09/2013"
"1014","10/10/2018",54,"Pala Airpad","06-073-1201","AQS",77,25,"57.2","10/10/2001","10/10/2000"
"1015","10/11/2018",48,"Pala Airpad","06-073-1201","AQS",77,28,"57.6","10/11/2001","10/11/2007"
"1016","10/12/2018",42,"Pala Airpad","06-073-1201","AQS",82,22,"54.6","10/12/2001","10/12/2009"
"1017","10/13/2018",49,"Pala Airpad","06-073-1201","AQS",93,25,"56","10/13/2002","10/13/2007"
"1018","10/14/2018",30,"Donovan","06-073-1014","AQS",110,21,"56.2","10/14/2002","10/14/2009"
"1019","10/15/2018",44,"Pala Airpad","06-073-1201","AQS",89,27,"52.2","10/15/2001","10/15/2006"
"1020","10/16/2018",43,"Donovan","06-073-1014","AQS",98,26,"49.4","10/16/2001","10/16/2016"
"1021","10/17/2018",42,"Donovan","06-073-1014","AQS",135,23,"50.2","10/17/2003","10/17/2016"
"1022","10/18/2018",41,"Donovan","06-073-1014","AQS",105,25,"49.6","10/18/2003","10/18/2015"
"1023","10/19/2018",41,"Donovan","06-073-1014","AQS",89,14,"57.2","10/19/2000","10/19/2004"
"1024","10/20/2018",45,"Donovan","06-073-1014","AQS",118,19,"50.2","10/20/2000","10/20/2004"
"1025","10/21/2018",55,"Donovan","06-073-1014","AQS",115,27,"53.4","10/21/2005","10/21/2012"
"1026","10/22/2018",53,"Donovan","06-073-1014","AQS",186,31,"56.8","10/22/2007","10/22/2004"
"1027","10/23/2018",62,"Pala Airpad","06-073-1201","AQS",188,33,"62.4","10/23/2007","10/23/2012"
"1028","10/24/2018",77,"Pala Airpad","06-073-1201","AQS",163,34,"63.6","10/24/2007","10/24/2012"
"1029","10/25/2018",73,"Pala Airpad","06-073-1201","AQS",135,28,"58.8","10/25/2007","10/25/2010"
"1030","10/26/2018",71,"Kearny Villa Rd.","06-073-1016","AQS",176,36,"66.8","10/26/2003","10/26/2000"
"1031","10/27/2018",81,"Pala Airpad","06-073-1201","AQS",289,28,"69.2","10/27/2003","10/27/2004"
"1032","10/28/2018",68,"Donovan","06-073-1014","AQS",143,23,"73.6","10/28/2007","10/28/2005"
"1033","10/29/2018",79,"Donovan","06-073-1014","AQS",119,28,"61.2","10/29/2003","10/29/2000"
"1034","10/30/2018",72,"Pala Airpad","06-073-1201","AQS",79,25,"57.8","10/30/2007","10/30/2000"
"1035","10/31/2018",69,"Pala Airpad","06-073-1201","AQS",98,26,"58.2","10/31/2019","10/31/2017"
"1036","11/01/2018",61,"Donovan","06-073-1014","AQS",94,24,"49.4","11/01/2007","11/01/2003"
"1037","11/02/2018",56,"Donovan","06-073-1014","AQS",121,27,"46.6","11/02/2007","11/02/2017"
"1038","11/03/2018",57,"Donovan","06-073-1014","AQS",129,21,"49.2","11/03/2002","11/03/2015"
"1039","11/04/2018",67,"Donovan","06-073-1014","AQS",114,32,"57.2","11/04/2001","11/04/2015"
"1040","11/05/2018",70,"Donovan","06-073-1014","AQS",117,31,"57.8","11/05/2001","11/05/2017"
"1041","11/06/2018",60,"Pala Airpad","06-073-1201","AQS",133,37,"59.4","11/06/2007","11/06/2014"
"1042","11/07/2018",59,"Pala Airpad","06-073-1201","AQS",134,35,"65","11/07/2003","11/07/2014"
"1043","11/08/2018",67,"Pala Airpad","06-073-1201","AQS",127,25,"64","11/08/2001","11/08/2002"
"1044","11/09/2018",64,"Pala Airpad","06-073-1201","AQS",114,16,"53.2","11/09/2001","11/09/2002"
"1045","11/10/2018",48,"Donovan","06-073-1014","AQS",88,29,"54.6","11/10/2009","11/10/2005"
"1046","11/11/2018",64,"Donovan","06-073-1014","AQS",80,31,"61.8","11/11/2019","11/11/2010"
"1047","11/12/2018",77,"Pala Airpad","06-073-1201","AQS",91,43,"66.2","11/12/2019","11/12/2006"
"1048","11/13/2018",48,"Pala Airpad","06-073-1201","AQS",103,31,"68","11/13/2019","11/13/2001"
"1049","11/14/2018",36,"El Cajon - Lexington Elementary School","06-073-1022","AQS",106,32,"65","11/14/2005","11/14/2014"
"1050","11/15/2018",48,"Donovan","06-073-1014","AQS",122,34,"64.8","11/15/2005","11/15/2014"
"1051","11/16/2018",70,"Donovan","06-073-1014","AQS",97,38,"66.8","11/16/2001","11/16/2003"
"1052","11/17/2018",71,"Donovan","06-073-1014","AQS",122,36,"61.2","11/17/2001","11/17/2014"
"1053","11/18/2018",65,"Donovan","06-073-1014","AQS",130,33,"60.4","11/18/2001","11/18/2014"
"1054","11/19/2018",68,"Camp Pendleton","06-073-1008","AQS",108,43,"63.2","11/19/2001","11/19/2011"
"1055","11/20/2018",70,"Donovan","06-073-1014","AQS",126,24,"64.6","11/20/2007","11/20/2014"
"1056","11/21/2018",67,"Pala Airpad","06-073-1201","AQS",86,26,"55","11/21/2007","11/21/2014"
"1057","11/22/2018",63,"Pala Airpad","06-073-1201","AQS",86,39,"51.4","11/22/2002","11/22/2014"
"1058","11/23/2018",46,"Donovan","06-073-1014","AQS",108,41,"55.4","11/23/2000","11/23/2013"
"1059","11/24/2018",53,"Donovan","06-073-1014","AQS",108,35,"59.8","11/24/2000","11/24/2014"
"1060","11/25/2018",56,"Donovan","06-073-1014","AQS",134,38,"61.6","11/25/2000","11/25/2014"
"1061","11/26/2018",39,"Donovan","06-073-1014","AQS",117,39,"59.2","11/26/2000","11/26/2018"
"1062","11/27/2018",44,"El Cajon - Lexington Elementary School","06-073-1022","AQS",120,33,"56.6","11/27/2000","11/27/2006"
"1063","11/28/2018",58,"Donovan","06-073-1014","AQS",117,29,"52.8","11/28/2000","11/28/2006"
"1064","11/29/2018",37,"Pala Airpad","06-073-1201","AQS",96,25,"45.4","11/29/2000","11/29/2019"
"1065","11/30/2018",46,"Camp Pendleton","06-073-1008","AQS",113,27,"59.8","11/30/2000","11/30/2007"
"1066","12/01/2018",42,"El Cajon - Lexington Elementary School","06-073-1022","AQS",131,37,"61.2","12/01/2000","12/01/2012"
"1067","12/02/2018",54,"Pala Airpad","06-073-1201","AQS",157,38,"60","12/02/2000","12/02/2014"
"1068","12/03/2018",44,"El Cajon - Lexington Elementary School","06-073-1022","AQS",155,26,"59.6","12/03/2000","12/03/2014"
"1069","12/04/2018",56,"El Cajon - Lexington Elementary School","06-073-1022","AQS",105,23,"62.8","12/04/2002","12/04/2014"
"1070","12/05/2018",43,"El Cajon - Lexington Elementary School","06-073-1022","AQS",155,42,"52.8","12/05/2006","12/05/2019"
"1071","12/06/2018",39,"Pala Airpad","06-073-1201","AQS",129,39,"50.4","12/06/2003","12/06/2018"
"1072","12/07/2018",37,"El Cajon - Lexington Elementary School","06-073-1022","AQS",94,21,"54","12/07/2002","12/07/2007"
"1073","12/08/2018",55,"El Cajon - Lexington Elementary School","06-073-1022","AQS",134,33,"63.2","12/08/2000","12/08/2007"
"1074","12/09/2018",67,"El Cajon - Lexington Elementary School","06-073-1022","AQS",120,40,"67.2","12/09/2012","12/09/2019"
"1075","12/10/2018",64,"Donovan","06-073-1014","AQS",125,31,"63","12/10/2012","12/10/2006"
"1076","12/11/2018",59,"El Cajon - Lexington Elementary School","06-073-1022","AQS",142,38,"52.4","12/11/2007","12/11/2015"
"1077","12/12/2018",64,"Donovan","06-073-1014","AQS",83,21,"58.6","12/12/2001","12/12/2014"
"1078","12/13/2018",65,"Pala Airpad","06-073-1201","AQS",117,30,"61.6","12/13/2002","12/13/2012"
"1079","12/14/2018",67,"El Cajon - Lexington Elementary School","06-073-1022","AQS",111,40,"79.2","12/14/2005","12/14/2012"
"1080","12/15/2018",61,"El Cajon - Lexington Elementary School","06-073-1022","AQS",100,29,"67.2","12/15/2005","12/15/2008"
"1081","12/16/2018",66,"El Cajon - Lexington Elementary School","06-073-1022","AQS",104,44,"55","12/16/2005","12/16/2006"
"1082","12/17/2018",57,"Pala Airpad","06-073-1201","AQS",106,24,"58.4","12/17/2001","12/17/2014"
"1083","12/18/2018",62,"Pala Airpad","06-073-1201","AQS",122,31,"65.8","12/18/2001","12/18/2010"
"1084","12/19/2018",77,"Camp Pendleton","06-073-1008","AQS",127,29,"74.8","12/19/2001","12/19/2010"
"1085","12/20/2018",71,"Donovan","06-073-1014","AQS",95,14,"62.6","12/20/2008","12/20/2010"
"1086","12/21/2018",112,"Donovan","06-073-1014","AQS",112,20,"71.8","12/21/2018","12/21/2010"
"1087","12/22/2018",78,"Donovan","06-073-1014","AQS",110,28,"65","12/22/2000","12/22/2015"
"1088","12/23/2018",82,"Donovan","06-073-1014","AQS",148,43,"60.6","12/23/2000","12/23/2016"
"1089","12/24/2018",92,"Donovan","06-073-1014","AQS",156,42,"70.4","12/24/2000","12/24/2016"
"1090","12/25/2018",92,"Pala Airpad","06-073-1201","AQS",153,25,"72.8","12/25/2009","12/25/2003"
"1091","12/26/2018",61,"Pala Airpad","06-073-1201","AQS",107,32,"72","12/26/2002","12/26/2019"
"1092","12/27/2018",54,"Donovan","06-073-1014","AQS",119,45,"72.8","12/27/2017","12/27/2007"
"1093","12/28/2018",53,"El Cajon - Lexington Elementary School","06-073-1022","AQS",109,19,"66.4","12/28/2001","12/28/2004"
"1094","12/29/2018",53,"El Cajon - Lexington Elementary School","06-073-1022","AQS",105,21,"62.8","12/29/2001","12/29/2004"
"1095","12/30/2018",57,"El Cajon - Lexington Elementary School","06-073-1022","AQS",98,31,"62.2","12/30/2007","12/30/2014"
"1096","12/31/2018",47,"Donovan","06-073-1014","AQS",132,46,"74.4","12/31/2000","12/31/2016"
"1097","01/01/2019",58,"El Cajon - Lexington Elementary School","06-073-1022","AQS",165,54,"99.4","01/01/2014","01/01/2017"
"1098","01/02/2019",40,"Donovan","06-073-1014","AQS",122,35,"68.4","01/02/2002","01/02/2006"
"1099","01/03/2019",59,"El Cajon - Lexington Elementary School","06-073-1022","AQS",114,31,"73.8","01/03/2002","01/03/2005"
"1100","01/04/2019",68,"El Cajon - Lexington Elementary School","06-073-1022","AQS",111,45,"69.8","01/04/2001","01/04/2005"
"1101","01/05/2019",68,"Donovan","06-073-1014","AQS",111,14,"58.4","01/05/2001","01/05/2008"
"1102","01/06/2019",55,"Pala Airpad","06-073-1201","AQS",98,28,"59.6","01/06/2002","01/06/2008"
"1103","01/07/2019",44,"Donovan","06-073-1014","AQS",114,33,"53.2","01/07/2001","01/07/2008"
"1104","01/08/2019",51,"El Cajon - Lexington Elementary School","06-073-1022","AQS",118,25,"59","01/08/2004","01/08/2005"
"1105","01/09/2019",61,"Donovan","06-073-1014","AQS",133,9,"60","01/09/2000","01/09/2005"
"1106","01/10/2019",52,"Donovan","06-073-1014","AQS",138,20,"53.8","01/10/2000","01/10/2005"
"1107","01/11/2019",80,"Donovan","06-073-1014","AQS",138,19,"56.6","01/11/2000","01/11/2005"
"1108","01/12/2019",58,"El Cajon - Lexington Elementary School","06-073-1022","AQS",107,35,"58.8","01/12/2014","01/12/2005"
"1109","01/13/2019",53,"El Cajon - Lexington Elementary School","06-073-1022","AQS",102,48,"55.4","01/13/2000","01/13/2009"
"1110","01/14/2019",56,"El Cajon - Lexington Elementary School","06-073-1022","AQS",107,34,"58.6","01/14/2001","01/14/2008"
"1111","01/15/2019",47,"El Cajon - Lexington Elementary School","06-073-1022","AQS",82,40,"54.4","01/15/2001","01/15/2007"
"1112","01/16/2019",25,"Pala Airpad","06-073-1201","AQS",109,25,"51.8","01/16/2000","01/16/2019"
"1113","01/17/2019",52,"Donovan","06-073-1014","AQS",124,47,"67.2","01/17/2003","01/17/2008"
"1114","01/18/2019",33,"El Cajon - Lexington Elementary School","06-073-1022","AQS",122,33,"59.6","01/18/2004","01/18/2019"
"1115","01/19/2019",48,"Pala Airpad","06-073-1201","AQS",120,37,"54.2","01/19/2004","01/19/2000"
"1116","01/20/2019",60,"El Cajon - Lexington Elementary School","06-073-1022","AQS",105,39,"61.6","01/20/2002","01/20/2010"
"1117","01/21/2019",43,"El Cajon - Lexington Elementary School","06-073-1022","AQS",95,25,"60.6","01/21/2001","01/21/2010"
"1118","01/22/2019",48,"Donovan","06-073-1014","AQS",114,30,"52.8","01/22/2003","01/22/2010"
"1119","01/23/2019",52,"El Cajon - Lexington Elementary School","06-073-1022","AQS",138,34,"48.8","01/23/2003","01/23/2017"
"1120","01/24/2019",44,"El Cajon - Lexington Elementary School","06-073-1022","AQS",99,16,"53.4","01/24/2003","01/24/2008"
"1121","01/25/2019",48,"El Cajon - Lexington Elementary School","06-073-1022","AQS",80,33,"52","01/25/2002","01/25/2008"
"1122","01/26/2019",46,"Donovan","06-073-1014","AQS",84,37,"52.4","01/26/2010","01/26/2015"
"1123","01/27/2019",53,"El Cajon - Lexington Elementary School","06-073-1022","AQS",75,23,"58.4","01/27/2016","01/27/2008"
"1124","01/28/2019",66,"Donovan","06-073-1014","AQS",89,27,"62.8","01/28/2000","01/28/2008"
"1125","01/29/2019",88,"Donovan","06-073-1014","AQS",92,33,"66.4","01/29/2003","01/29/2018"
"1126","01/30/2019",74,"Donovan","06-073-1014","AQS",123,37,"57.6","01/30/2003","01/30/2018"
"1127","01/31/2019",82,"Pala Airpad","06-073-1201","AQS",82,20,"57.8","01/31/2019","01/31/2007"
"1128","02/01/2019",61,"Pala Airpad","06-073-1201","AQS",106,43,"61.6","02/01/2012","02/01/2016"
"1129","02/02/2019",32,"El Cajon - Lexington Elementary School","06-073-1022","AQS",87,31,"52.2","02/02/2002","02/02/2005"
"1130","02/03/2019",31,"Donovan","06-073-1014","AQS",88,25,"63.2","02/03/2002","02/03/2004"
"1131","02/04/2019",27,"Pala Airpad","06-073-1201","AQS",110,27,"58.2","02/04/2015","02/04/2019"
"1132","02/05/2019",26,"Donovan","06-073-1014","AQS",131,26,"71","02/05/2006","02/05/2019"
"1133","02/06/2019",28,"El Cajon - Lexington Elementary School","06-073-1022","AQS",131,20,"65.4","02/06/2015","02/06/2010"
"1134","02/07/2019",38,"Donovan","06-073-1014","AQS",127,6,"58.6","02/07/2000","02/07/2008"
"1135","02/08/2019",50,"Donovan","06-073-1014","AQS",93,37,"55","02/08/2000","02/08/2009"
"1136","02/09/2019",55,"Donovan","06-073-1014","AQS",99,27,"58.4","02/09/2007","02/09/2009"
"1137","02/10/2019",45,"Pala Airpad","06-073-1201","AQS",88,24,"56.6","02/10/2006","02/10/2000"
"1138","02/11/2019",34,"Donovan","06-073-1014","AQS",87,13,"56","02/11/2018","02/11/2005"
"1139","02/12/2019",56,"Donovan","06-073-1014","AQS",83,19,"62.8","02/12/2015","02/12/2003"
"1140","02/13/2019",53,"Donovan","06-073-1014","AQS",117,22,"65","02/13/2016","02/13/2001"
"1141","02/14/2019",31,"Pala Airpad","06-073-1201","AQS",86,28,"55.2","02/14/2016","02/14/2003"
"1142","02/15/2019",32,"Donovan","06-073-1014","AQS",110,32,"47.8","02/15/2002","02/15/2019"
"1143","02/16/2019",30,"Pala Airpad","06-073-1201","AQS",95,28,"53.2","02/16/2002","02/16/2011"
"1144","02/17/2019",28,"Donovan","06-073-1014","AQS",91,28,"55.8","02/17/2004","02/17/2019"
"1145","02/18/2019",33,"Pala Airpad","06-073-1201","AQS",99,20,"46.8","02/18/2008","02/18/2005"
"1146","02/19/2019",38,"Donovan","06-073-1014","AQS",143,14,"75","02/19/2018","02/19/2005"
"1147","02/20/2019",50,"Donovan","06-073-1014","AQS",94,18,"58.6","02/20/2015","02/20/2005"
"1148","02/21/2019",39,"Pala Airpad","06-073-1201","AQS",80,20,"50.4","02/21/2001","02/21/2000"
"1149","02/22/2019",38,"El Cajon - Lexington Elementary School","06-073-1022","AQS",76,15,"45","02/22/2016","02/22/2004"
