"","Date","PM2.5.AQI.Value","Site.Name","Site.ID","Source","X20.year.High..2000.2019.","X20.year.Low..2000.2019.","X5.year.Average..2015.2019.","Date.of.20.year.High","Date.of.20.year.Low"
"1611","05/29/2020",57,"Pala Airpad","06-073-1201","AQS",62,26,"50.2","05/29/2003","05/29/2008"
"1612","05/30/2020",47,"Pala Airpad","06-073-1201","AQS",68,35,"54.4","05/30/2015","05/30/2009"
"1613","05/31/2020",33,"Pala Airpad","06-073-1201","AQS",86,30,"53","05/31/2001","05/31/2009"
"1614","06/01/2020",45,"Camp Pendleton","06-073-1008","AQS",181,30,"49.6","06/01/2010","06/01/2017"
"1615","06/02/2020",62,"Donovan","06-073-1014","AQS",68,27,"52.2","06/02/2013","06/02/2005"
"1616","06/03/2020",66,"Pala Airpad","06-073-1201","AQS",63,35,"53","06/03/2016","06/03/2001"
"1617","06/04/2020",75,"Pala Airpad","06-073-1201","AQS",65,25,"51.6","06/04/2016","06/04/2008"
"1618","06/05/2020",78,"Pala Airpad","06-073-1201","AQS",85,17,"54.2","06/05/2002","06/05/2009"
"1619","06/06/2020",53,"Pala Airpad","06-073-1201","AQS",91,19,"47.8","06/06/2001","06/06/2009"
"1620","06/07/2020",44,"Pala Airpad","06-073-1201","AQS",76,22,"48.2","06/07/2001","06/07/2009"
"1621","06/08/2020",53,"Pala Airpad","06-073-1201","AQS",79,27,"52.4","06/08/2001","06/08/2000"
"1622","06/09/2020",59,"Donovan","06-073-1014","AQS",76,21,"51.4","06/09/2001","06/09/2003"
"1623","06/10/2020",92,"Donovan","06-073-1014","AQS",76,21,"51.8","06/10/2019","06/10/2003"
"1624","06/11/2020",84,"Donovan","06-073-1014","AQS",70,26,"44.6","06/11/2012","06/11/2017"
"1625","06/12/2020",58,"Donovan","06-073-1014","AQS",67,0,"46.4","06/12/2012","06/12/2000"
"1626","06/13/2020",46,"Donovan","06-073-1014","AQS",80,28,"44.6","06/13/2006","06/13/2015"
"1627","06/14/2020",56,"Pala Airpad","06-073-1201","AQS",81,33,"52.6","06/14/2000","06/14/2015"
"1628","06/15/2020",57,"Pala Airpad","06-073-1201","AQS",84,28,"57","06/15/2010","06/15/2009"
"1629","06/16/2020",60,"Pala Airpad","06-073-1201","AQS",75,15,"60","06/16/2010","06/16/2008"
"1630","06/17/2020",60,"Pala Airpad","06-073-1201","AQS",85,31,"62.4","06/17/2003","06/17/2005"
"1631","06/18/2020",64,"Pala Airpad","06-073-1201","AQS",97,24,"54.2","06/18/2016","06/18/2005"
"1632","06/19/2020",58,"Pala Airpad","06-073-1201","AQS",92,31,"56.2","06/19/2002","06/19/2005"
"1633","06/20/2020",63,"Pala Airpad","06-073-1201","AQS",74,34,"60.8","06/20/2016","06/20/2003"
"1634","06/21/2020",60,"Pala Airpad","06-073-1201","AQS",76,32,"55.6","06/21/2002","06/21/2008"
"1635","06/22/2020",57,"Pala Airpad","06-073-1201","AQS",67,24,"51.2","06/22/2011","06/22/2019"
"1636","06/23/2020",57,"Pala Airpad","06-073-1201","AQS",68,34,"50.6","06/23/2008","06/23/2019"
"1637","06/24/2020",54,"Pala Airpad","06-073-1201","AQS",70,41,"56.6","06/24/2010","06/24/2017"
"1638","06/25/2020",54,"Pala Airpad","06-073-1201","AQS",69,36,"59.8","06/25/2016","06/25/2005"
"1639","06/26/2020",48,"Pala Airpad","06-073-1201","AQS",75,22,"61.6","06/26/2017","06/26/2010"
"1640","06/27/2020",58,"Pala Airpad","06-073-1201","AQS",95,27,"58.2","06/27/2001","06/27/2010"
"1641","06/28/2020",57,"Pala Airpad","06-073-1201","AQS",69,29,"50.2","06/28/2008","06/28/2001"
"1642","06/29/2020",38,"Pala Airpad","06-073-1201","AQS",66,25,"53.6","06/29/2009","06/29/2010"
"1643","06/30/2020",46,"El Cajon - Lexington Elementary School","06-073-1022","AQS",76,31,"62.8","06/30/2001","06/30/2011"
"1644","07/01/2020",62,"Pala Airpad","06-073-1201","AQS",77,18,"60.8","07/01/2010","07/01/2004"
"1645","07/02/2020",64,"Pala Airpad","06-073-1201","AQS",76,29,"52.2","07/02/2008","07/02/2018"
"1646","07/03/2020",59,"Pala Airpad","06-073-1201","AQS",93,36,"50.2","07/03/2008","07/03/2002"
"1647","07/04/2020",62,"Pala Airpad","06-073-1201","AQS",107,34,"51","07/04/2008","07/04/2015"
"1648","07/05/2020",61,"Pala Airpad","06-073-1201","AQS",117,25,"52.2","07/05/2008","07/05/2015"
"1649","07/06/2020",67,"Donovan","06-073-1014","AQS",82,22,"49.8","07/06/2008","07/06/2013"
"1650","07/07/2020",71,"Pala Airpad","06-073-1201","AQS",81,30,"55.6","07/07/2008","07/07/2013"
"1651","07/08/2020",85,"Donovan","06-073-1014","AQS",80,33,"61","07/08/2008","07/08/2004"
"1652","07/09/2020",80,"Pala Airpad","06-073-1201","AQS",79,30,"58","07/09/2008","07/09/2004"
"1653","07/10/2020",67,"Pala Airpad","06-073-1201","AQS",65,27,"54.2","07/10/2019","07/10/2015"
"1654","07/11/2020",65,"Pala Airpad","06-073-1201","AQS",73,18,"52","07/11/2012","07/11/2015"
"1655","07/12/2020",64,"Pala Airpad","06-073-1201","AQS",72,25,"50.8","07/12/2012","07/12/2015"
"1656","07/13/2020",61,"El Cajon - Lexington Elementary School","06-073-1022","AQS",75,36,"55.2","07/13/2012","07/13/2007"
"1657","07/14/2020",79,"Pala Airpad","06-073-1201","AQS",75,37,"55","07/14/2019","07/14/2017"
"1658","07/15/2020",70,"Pala Airpad","06-073-1201","AQS",74,40,"59.6","07/15/2019","07/15/2000"
"1659","07/16/2020",60,"Pala Airpad","06-073-1201","AQS",73,39,"58.4","07/16/2019","07/16/2001"
"1660","07/17/2020",53,"Pala Airpad","06-073-1201","AQS",73,34,"55.4","07/17/2003","07/17/2014"
"1661","07/18/2020",51,"Pala Airpad","06-073-1201","AQS",64,24,"51.8","07/18/2019","07/18/2014"
"1662","07/19/2020",52,"Pala Airpad","06-073-1201","AQS",65,28,"50.6","07/19/2000","07/19/2014"
"1663","07/20/2020",54,"Pala Airpad","06-073-1201","AQS",70,25,"48","07/20/2000","07/20/2015"
"1664","07/21/2020",62,"Pala Airpad","06-073-1201","AQS",75,10,"42.6","07/21/2000","07/21/2015"
"1665","07/22/2020",63,"Pala Airpad","06-073-1201","AQS",74,18,"46.6","07/22/2016","07/22/2015"
"1666","07/23/2020",61,"Pala Airpad","06-073-1201","AQS",68,25,"49.4","07/23/2016","07/23/2015"
"1667","07/24/2020",55,"Pala Airpad","06-073-1201","AQS",68,38,"53","07/24/2006","07/24/2013"
"1668","07/25/2020",42,"Pala Airpad","06-073-1201","AQS",79,30,"54.4","07/25/2008","07/25/2013"
"1669","07/26/2020",52,"Pala Airpad","06-073-1201","AQS",73,30,"54.4","07/26/2008","07/26/2017"
"1670","07/27/2020",62,"Pala Airpad","06-073-1201","AQS",71,40,"54","07/27/2018","07/27/2015"
"1671","07/28/2020",68,"Pala Airpad","06-073-1201","AQS",71,28,"56.4","07/28/2008","07/28/2006"
"1672","07/29/2020",65,"Pala Airpad","06-073-1201","AQS",69,19,"60.8","07/29/2019","07/29/2006"
"1673","07/30/2020",68,"Pala Airpad","06-073-1201","AQS",77,17,"60.8","07/30/2019","07/30/2006"
"1674","07/31/2020",71,"Pala Airpad","06-073-1201","AQS",76,21,"58.6","07/31/2019","07/31/2006"
"1675","08/01/2020",72,"Pala Airpad","06-073-1201","AQS",78,32,"55.8","08/01/2019","08/01/2006"
"1676","08/02/2020",77,"Pala Airpad","06-073-1201","AQS",72,35,"54","08/02/2019","08/02/2006"
"1677","08/03/2020",73,"Pala Airpad","06-073-1201","AQS",69,33,"55.4","08/03/2019","08/03/2003"
"1678","08/04/2020",72,"Pala Airpad","06-073-1201","AQS",62,32,"55.4","08/04/2002","08/04/2006"
"1679","08/05/2020",69,"Pala Airpad","06-073-1201","AQS",65,34,"56.6","08/05/2008","08/05/2014"
"1680","08/06/2020",64,"Pala Airpad","06-073-1201","AQS",66,35,"59.4","08/06/2018","08/06/2007"
"1681","08/07/2020",59,"Pala Airpad","06-073-1201","AQS",75,34,"58.4","08/07/2019","08/07/2009"
"1682","08/08/2020",58,"Pala Airpad","06-073-1201","AQS",71,36,"62","08/08/2019","08/08/2013"
"1683","08/09/2020",62,"Pala Airpad","06-073-1201","AQS",73,44,"62","08/09/2002","08/09/2010"
"1684","08/10/2020",62,"Pala Airpad","06-073-1201","AQS",73,46,"61","08/10/2018","08/10/2008"
"1685","08/11/2020",61,"Pala Airpad","06-073-1201","AQS",71,40,"54.6","08/11/2002","08/11/2015"
"1686","08/12/2020",63,"Pala Airpad","06-073-1201","AQS",76,40,"51.6","08/12/2002","08/12/2015"
"1687","08/13/2020",71,"Pala Airpad","06-073-1201","AQS",79,41,"53.2","08/13/2002","08/13/2018"
"1688","08/14/2020",70,"Donovan","06-073-1014","AQS",82,32,"58.4","08/14/2002","08/14/2014"
"1689","08/15/2020",65,"Donovan","06-073-1014","AQS",82,30,"54.8","08/15/2002","08/15/2014"
"1690","08/16/2020",75,"Pala Airpad","06-073-1201","AQS",101,38,"56.8","08/16/2008","08/16/2014"
"1691","08/17/2020",72,"Pala Airpad","06-073-1201","AQS",74,33,"60.4","08/17/2002","08/17/2014"
"1692","08/18/2020",76,"Pala Airpad","06-073-1201","AQS",77,44,"61","08/18/2009","08/18/2005"
"1693","08/19/2020",75,"Pala Airpad","06-073-1201","AQS",74,35,"56.4","08/19/2009","08/19/2005"
"1694","08/20/2020",74,"Pala Airpad","06-073-1201","AQS",74,34,"55.6","08/20/2018","08/20/2008"
"1695","08/21/2020",82,"Pala Airpad","06-073-1201","AQS",84,36,"64.8","08/21/2018","08/21/2004"
"1696","08/22/2020",88,"Pala Airpad","06-073-1201","AQS",89,28,"67.2","08/22/2018","08/22/2004"
"1697","08/23/2020",77,"Pala Airpad","06-073-1201","AQS",97,23,"62","08/23/2013","08/23/2004"
"1698","08/24/2020",60,"Pala Airpad","06-073-1201","AQS",93,21,"69.6","08/24/2018","08/24/2004"
"1699","08/25/2020",74,"Pala Airpad","06-073-1201","AQS",110,29,"73.4","08/25/2018","08/25/2014"
"1700","08/26/2020",79,"Pala Airpad","06-073-1201","AQS",142,37,"82","08/26/2018","08/26/2004"
"1701","08/27/2020",63,"Pala Airpad","06-073-1201","AQS",91,35,"65.8","08/27/2018","08/27/2004"
"1702","08/28/2020",68,"Pala Airpad","06-073-1201","AQS",83,43,"65","08/28/2018","08/28/2007"
"1703","08/29/2020",90,"Pala Airpad","06-073-1201","AQS",80,37,"69.2","08/29/2017","08/29/2000"
"1704","08/30/2020",59,"Pala Airpad","06-073-1201","AQS",88,34,"64.4","08/30/2017","08/30/2000"
"1705","08/31/2020",58,"Pala Airpad","06-073-1201","AQS",76,31,"64.6","08/31/2017","08/31/2000"
"1706","09/01/2020",59,"Pala Airpad","06-073-1201","AQS",77,32,"66.8","09/01/2018","09/01/2013"
"1707","09/02/2020",60,"Pala Airpad","06-073-1201","AQS",74,28,"64.6","09/02/2018","09/02/2000"
"1708","09/03/2020",65,"Pala Airpad","06-073-1201","AQS",72,25,"54","09/03/2010","09/03/2000"
"1709","09/04/2020",73,"Donovan","06-073-1014","AQS",64,33,"56.6","09/04/2017","09/04/2000"
"1710","09/05/2020",94,"Donovan","06-073-1014","AQS",76,46,"58.2","09/05/2002","09/05/2000"
"1711","09/06/2020",105,"Pala Airpad","06-073-1201","AQS",68,39,"57","09/06/2008","09/06/2018"
"1712","09/07/2020",119,"Pala Airpad","06-073-1201","AQS",71,38,"59","09/07/2008","09/07/2002"
"1713","09/08/2020",104,"Pala Airpad","06-073-1201","AQS",71,40,"61.6","09/08/2008","09/08/2007"
"1714","09/09/2020",74,"Pala Airpad","06-073-1201","AQS",76,31,"66","09/09/2015","09/09/2010"
"1715","09/10/2020",92,"Pala Airpad","06-073-1201","AQS",62,36,"59.2","09/10/2018","09/10/2005"
"1716","09/11/2020",99,"Donovan","06-073-1014","AQS",67,36,"60.4","09/11/2000","09/11/2005"
"1717","09/12/2020",138,"San Diego - Sherman Elementary School","06-073-1026","AQS",80,34,"57.4","09/12/2000","09/12/2005"
"1718","09/13/2020",161,"Pala Airpad","06-073-1201","AQS",80,39,"50.4","09/13/2000","09/13/2016"
"1719","09/14/2020",172,"Pala Airpad","06-073-1201","AQS",85,29,"50.2","09/14/2008","09/14/2009"
"1720","09/15/2020",162,"Pala Airpad","06-073-1201","AQS",85,15,"46","09/15/2008","09/15/2015"
"1721","09/16/2020",163,"Pala Airpad","06-073-1201","AQS",77,22,"50","09/16/2000","09/16/2015"
"1722","09/17/2020",163,"Pala Airpad","06-073-1201","AQS",75,28,"53.2","09/17/2008","09/17/2015"
"1723","09/18/2020",124,"Pala Airpad","06-073-1201","AQS",78,37,"55.8","09/18/2008","09/18/2014"
"1724","09/19/2020",81,"Donovan","06-073-1014","AQS",86,20,"55.2","09/19/2011","09/19/2014"
"1725","09/20/2020",83,"Pala Airpad","06-073-1201","AQS",77,25,"56.2","09/20/2001","09/20/2007"
"1726","09/21/2020",79,"Pala Airpad","06-073-1201","AQS",76,25,"58.2","09/21/2001","09/21/2007"
"1727","09/22/2020",83,"Pala Airpad","06-073-1201","AQS",81,20,"57.8","09/22/2012","09/22/2007"
"1728","09/23/2020",72,"Donovan","06-073-1014","AQS",80,15,"58.6","09/23/2002","09/23/2000"
"1729","09/24/2020",80,"Donovan","06-073-1014","AQS",91,23,"65.6","09/24/2015","09/24/2000"
"1730","09/25/2020",77,"Pala Airpad","06-073-1201","AQS",77,37,"58.6","09/25/2003","09/25/2014"
"1731","09/26/2020",83,"Pala Airpad","06-073-1201","AQS",99,31,"58.4","09/26/2003","09/26/2014"
"1732","09/27/2020",82,"Pala Airpad","06-073-1201","AQS",80,31,"60.8","09/27/2003","09/27/2014"
"1733","09/28/2020",74,"Pala Airpad","06-073-1201","AQS",78,24,"58.8","09/28/2018","09/28/2002"
"1734","09/29/2020",87,"Pala Airpad","06-073-1201","AQS",89,17,"55","09/29/2001","09/29/2002"
"1735","09/30/2020",90,"Donovan","06-073-1014","AQS",69,22,"60.4","09/30/2015","09/30/2002"
"1736","10/01/2020",104,"Donovan","06-073-1014","AQS",104,28,"57.6","10/01/2000","10/01/2002"
"1737","10/02/2020",98,"Donovan","06-073-1014","AQS",96,43,"52","10/02/2000","10/02/2002"
"1738","10/03/2020",115,"Pala Airpad","06-073-1201","AQS",81,23,"56","10/03/2001","10/03/2006"
"1739","10/04/2020",159,"Pala Airpad","06-073-1201","AQS",64,24,"49","10/04/2019","10/04/2006"
"1740","10/05/2020",170,"Pala Airpad","06-073-1201","AQS",81,20,"43.4","10/05/2003","10/05/2018"
"1741","10/06/2020",167,"Pala Airpad","06-073-1201","AQS",107,22,"58","10/06/2003","10/06/2006"
"1742","10/07/2020",162,"Pala Airpad","06-073-1201","AQS",96,32,"54.6","10/07/2004","10/07/2007"
"1743","10/08/2020",152,"Pala Airpad","06-073-1201","AQS",100,33,"63.2","10/08/2004","10/08/2007"
"1744","10/09/2020",110,"Pala Airpad","06-073-1201","AQS",92,39,"62.4","10/09/2003","10/09/2013"
"1745","10/10/2020",107,"Pala Airpad","06-073-1201","AQS",77,25,"57.2","10/10/2001","10/10/2000"
"1746","10/11/2020",82,"Pala Airpad","06-073-1201","AQS",77,28,"57.6","10/11/2001","10/11/2007"
"1747","10/12/2020",69,"Donovan","06-073-1014","AQS",82,22,"54.6","10/12/2001","10/12/2009"
"1748","10/13/2020",90,"Donovan","06-073-1014","AQS",93,25,"56","10/13/2002","10/13/2007"
"1749","10/14/2020",88,"Donovan","06-073-1014","AQS",110,21,"56.2","10/14/2002","10/14/2009"
"1750","10/15/2020",92,"Donovan","06-073-1014","AQS",89,27,"52.2","10/15/2001","10/15/2006"
"1751","10/16/2020",91,"Pala Airpad","06-073-1201","AQS",98,26,"49.4","10/16/2001","10/16/2016"
"1752","10/17/2020",93,"Pala Airpad","06-073-1201","AQS",135,23,"50.2","10/17/2003","10/17/2016"
"1753","10/18/2020",83,"Pala Airpad","06-073-1201","AQS",105,25,"49.6","10/18/2003","10/18/2015"
"1754","10/19/2020",92,"Pala Airpad","06-073-1201","AQS",89,14,"57.2","10/19/2000","10/19/2004"
"1755","10/20/2020",85,"Pala Airpad","06-073-1201","AQS",118,19,"50.2","10/20/2000","10/20/2004"
"1756","10/21/2020",75,"Pala Airpad","06-073-1201","AQS",115,27,"53.4","10/21/2005","10/21/2012"
"1757","10/22/2020",78,"Pala Airpad","06-073-1201","AQS",186,31,"56.8","10/22/2007","10/22/2004"
"1758","10/23/2020",79,"Pala Airpad","06-073-1201","AQS",188,33,"62.4","10/23/2007","10/23/2012"
"1759","10/24/2020",79,"Pala Airpad","06-073-1201","AQS",163,34,"63.6","10/24/2007","10/24/2012"
"1760","10/25/2020",72,"Pala Airpad","06-073-1201","AQS",135,28,"58.8","10/25/2007","10/25/2010"
"1761","10/26/2020",53,"Donovan","06-073-1014","AQS",176,36,"66.8","10/26/2003","10/26/2000"
"1762","10/27/2020",68,"Camp Pendleton","06-073-1008","AQS",289,28,"69.2","10/27/2003","10/27/2004"
"1763","10/28/2020",88,"Pala Airpad","06-073-1201","AQS",143,23,"73.6","10/28/2007","10/28/2005"
"1764","10/29/2020",123,"Pala Airpad","06-073-1201","AQS",119,28,"61.2","10/29/2003","10/29/2000"
"1765","10/30/2020",115,"Pala Airpad","06-073-1201","AQS",79,25,"57.8","10/30/2007","10/30/2000"
"1766","10/31/2020",79,"Pala Airpad","06-073-1201","AQS",98,26,"58.2","10/31/2019","10/31/2017"
"1767","11/01/2020",86,"Pala Airpad","06-073-1201","AQS",94,24,"49.4","11/01/2007","11/01/2003"
"1768","11/02/2020",81,"Donovan","06-073-1014","AQS",121,27,"46.6","11/02/2007","11/02/2017"
"1769","11/03/2020",88,"Pala Airpad","06-073-1201","AQS",129,21,"49.2","11/03/2002","11/03/2015"
"1770","11/04/2020",92,"Pala Airpad","06-073-1201","AQS",114,32,"57.2","11/04/2001","11/04/2015"
"1771","11/05/2020",101,"Pala Airpad","06-073-1201","AQS",117,31,"57.8","11/05/2001","11/05/2017"
"1772","11/06/2020",85,"Pala Airpad","06-073-1201","AQS",133,37,"59.4","11/06/2007","11/06/2014"
"1773","11/07/2020",97,"Pala Airpad","06-073-1201","AQS",134,35,"65","11/07/2003","11/07/2014"
"1774","11/08/2020",57,"Pala Airpad","06-073-1201","AQS",127,25,"64","11/08/2001","11/08/2002"
"1775","11/09/2020",64,"Pala Airpad","06-073-1201","AQS",114,16,"53.2","11/09/2001","11/09/2002"
"1776","11/10/2020",60,"Pala Airpad","06-073-1201","AQS",88,29,"54.6","11/10/2009","11/10/2005"
"1777","11/11/2020",64,"Pala Airpad","06-073-1201","AQS",80,31,"61.8","11/11/2019","11/11/2010"
"1778","11/12/2020",71,"Pala Airpad","06-073-1201","AQS",91,43,"66.2","11/12/2019","11/12/2006"
"1779","11/13/2020",78,"Pala Airpad","06-073-1201","AQS",103,31,"68","11/13/2019","11/13/2001"
"1780","11/14/2020",83,"Pala Airpad","06-073-1201","AQS",106,32,"65","11/14/2005","11/14/2014"
"1781","11/15/2020",83,"Pala Airpad","06-073-1201","AQS",122,34,"64.8","11/15/2005","11/15/2014"
"1782","11/16/2020",72,"Pala Airpad","06-073-1201","AQS",97,38,"66.8","11/16/2001","11/16/2003"
"1783","11/17/2020",59,"Pala Airpad","06-073-1201","AQS",122,36,"61.2","11/17/2001","11/17/2014"
"1784","11/18/2020",68,"Donovan","06-073-1014","AQS",130,33,"60.4","11/18/2001","11/18/2014"
"1785","11/19/2020",81,"Pala Airpad","06-073-1201","AQS",108,43,"63.2","11/19/2001","11/19/2011"
"1786","11/20/2020",76,"Pala Airpad","06-073-1201","AQS",126,24,"64.6","11/20/2007","11/20/2014"
"1787","11/21/2020",93,"Donovan","06-073-1014","AQS",86,26,"55","11/21/2007","11/21/2014"
"1788","11/22/2020",97,"Pala Airpad","06-073-1201","AQS",86,39,"51.4","11/22/2002","11/22/2014"
"1789","11/23/2020",104,"Pala Airpad","06-073-1201","AQS",108,41,"55.4","11/23/2000","11/23/2013"
"1790","11/24/2020",104,"Pala Airpad","06-073-1201","AQS",108,35,"59.8","11/24/2000","11/24/2014"
"1791","11/25/2020",98,"Pala Airpad","06-073-1201","AQS",134,38,"61.6","11/25/2000","11/25/2014"
"1792","11/26/2020",101,"Pala Airpad","06-073-1201","AQS",117,39,"59.2","11/26/2000","11/26/2018"
"1793","11/27/2020",93,"Pala Airpad","06-073-1201","AQS",120,33,"56.6","11/27/2000","11/27/2006"
"1794","11/28/2020",65,"Pala Airpad","06-073-1201","AQS",117,29,"52.8","11/28/2000","11/28/2006"
"1795","11/29/2020",67,"Pala Airpad","06-073-1201","AQS",96,25,"45.4","11/29/2000","11/29/2019"
"1796","11/30/2020",71,"Pala Airpad","06-073-1201","AQS",113,27,"59.8","11/30/2000","11/30/2007"
"1797","12/01/2020",74,"Pala Airpad","06-073-1201","AQS",131,37,"61.2","12/01/2000","12/01/2012"
"1798","12/02/2020",72,"Pala Airpad","06-073-1201","AQS",157,38,"60","12/02/2000","12/02/2014"
"1799","12/03/2020",70,"Pala Airpad","06-073-1201","AQS",155,26,"59.6","12/03/2000","12/03/2014"
"1800","12/04/2020",60,"Pala Airpad","06-073-1201","AQS",105,23,"62.8","12/04/2002","12/04/2014"
"1801","12/05/2020",70,"Pala Airpad","06-073-1201","AQS",155,42,"52.8","12/05/2006","12/05/2019"
"1802","12/06/2020",83,"Pala Airpad","06-073-1201","AQS",129,39,"50.4","12/06/2003","12/06/2018"
"1803","12/07/2020",92,"Pala Airpad","06-073-1201","AQS",94,21,"54","12/07/2002","12/07/2007"
"1804","12/08/2020",94,"Donovan","06-073-1014","AQS",134,33,"63.2","12/08/2000","12/08/2007"
"1805","12/09/2020",71,"Pala Airpad","06-073-1201","AQS",120,40,"67.2","12/09/2012","12/09/2019"
"1806","12/10/2020",97,"Pala Airpad","06-073-1201","AQS",125,31,"63","12/10/2012","12/10/2006"
"1807","12/11/2020",93,"Pala Airpad","06-073-1201","AQS",142,38,"52.4","12/11/2007","12/11/2015"
"1808","12/12/2020",98,"Pala Airpad","06-073-1201","AQS",83,21,"58.6","12/12/2001","12/12/2014"
"1809","12/13/2020",100,"Pala Airpad","06-073-1201","AQS",117,30,"61.6","12/13/2002","12/13/2012"
"1810","12/14/2020",88,"Pala Airpad","06-073-1201","AQS",111,40,"79.2","12/14/2005","12/14/2012"
"1811","12/15/2020",92,"Pala Airpad","06-073-1201","AQS",100,29,"67.2","12/15/2005","12/15/2008"
"1812","12/16/2020",76,"Pala Airpad","06-073-1201","AQS",104,44,"55","12/16/2005","12/16/2006"
"1813","12/17/2020",75,"Pala Airpad","06-073-1201","AQS",106,24,"58.4","12/17/2001","12/17/2014"
"1814","12/18/2020",83,"Pala Airpad","06-073-1201","AQS",122,31,"65.8","12/18/2001","12/18/2010"
"1815","12/19/2020",80,"Pala Airpad","06-073-1201","AQS",127,29,"74.8","12/19/2001","12/19/2010"
"1816","12/20/2020",76,"Pala Airpad","06-073-1201","AQS",95,14,"62.6","12/20/2008","12/20/2010"
"1817","12/21/2020",74,"Pala Airpad","06-073-1201","AQS",112,20,"71.8","12/21/2018","12/21/2010"
"1818","12/22/2020",78,"Pala Airpad","06-073-1201","AQS",110,28,"65","12/22/2000","12/22/2015"
"1819","12/23/2020",92,"Pala Airpad","06-073-1201","AQS",148,43,"60.6","12/23/2000","12/23/2016"
"1820","12/24/2020",92,"Pala Airpad","06-073-1201","AQS",156,42,"70.4","12/24/2000","12/24/2016"
"1821","12/25/2020",81,"Pala Airpad","06-073-1201","AQS",153,25,"72.8","12/25/2009","12/25/2003"
"1822","12/26/2020",82,"Pala Airpad","06-073-1201","AQS",107,32,"72","12/26/2002","12/26/2019"
"1823","12/27/2020",92,"Pala Airpad","06-073-1201","AQS",119,45,"72.8","12/27/2017","12/27/2007"
"1824","12/28/2020",101,"Pala Airpad","06-073-1201","AQS",109,19,"66.4","12/28/2001","12/28/2004"
"1825","12/29/2020",74,"Pala Airpad","06-073-1201","AQS",105,21,"62.8","12/29/2001","12/29/2004"
"1826","12/30/2020",72,"Pala Airpad","06-073-1201","AQS",98,31,"62.2","12/30/2007","12/30/2014"
"1827","12/31/2020",82,"El Cajon - Lexington Elementary School","06-073-1022","AQS",132,46,"74.4","12/31/2000","12/31/2016"
